City,State,Population,lat,lon,Status,Color
Bellflower,California,77593,33.8816818,-118.1170117,1,yellow
Boulder,Colorado,103166,40.0149856,-105.2705456,2,red
Santa Fe,New Mexico,69976,35.6869752,-105.937799,3,black
Coachella,California,43092,33.6803003,-116.173894,4,green
Marlborough,Massachusetts,39414,42.3459271,-71.5522874,1,yellow
Riverside,California,316619,33.9533487,-117.3961564,2,red
Palmdale,California,157161,34.5794343,-118.1164613,3,black
Novato,California,54194,38.1074198,-122.5697032,4,green
Layton,Utah,70790,41.0602216,-111.9710529,1,yellow
Bolingbrook,Illinois,73936,41.6986416,-88.0683955,2,red
Mission Viejo,California,96346,33.6000232,-117.6719953,3,black
Glenview,Illinois,45417,42.0697509,-87.7878408,4,green
Lincoln,California,45237,38.891565,-121.2930079,1,green
Folsom,California,73098,38.6779591,-121.1760583,2,yellow
Prescott Valley,Arizona,39791,34.6100243,-112.315721,3,red
Las Cruces,New Mexico,101324,32.3199396,-106.7636538,4,black
Bozeman,Montana,39860,45.6769979,-111.0429339,1,green
Schaumburg,Illinois,74907,42.0333607,-88.0834059,2,yellow
Warren,Michigan,134873,42.5144566,-83.0146526,3,red
St. Peters,Missouri,54842,38.7874699,-90.6298922,4,black
Ames,Iowa,61792,42.034722,-93.62,1,green
Surprise,Arizona,123546,33.6292337,-112.3679279,2,yellow
Richardson,Texas,104475,32.9483335,-96.7298519,3,red
Midland,Michigan,42181,43.6155825,-84.2472116,4,black
San Marcos,Texas,54076,29.8832749,-97.9413941,1,green
Wilkes-Barre,Pennsylvania,41108,41.2459149,-75.8813075,2,green
Appleton,Wisconsin,73596,44.2619309,-88.4153847,3,yellow
Shawnee,Kansas,64323,39.0228485,-94.7151865,4,red
Mentor,Ohio,46979,41.6661573,-81.339552,1,black
Livermore,California,85156,37.6818745,-121.7680088,2,green
Charlotte,North Carolina,792862,35.2270869,-80.8431267,3,yellow
Owensboro,Kentucky,58416,37.7719074,-87.1111676,4,red
Jupiter,Florida,58298,26.9342246,-80.0942087,1,black
Rohnert Park,California,41398,38.3396367,-122.7010984,2,green
Chicago,Illinois,2718782,41.8781136,-87.6297982,3,yellow
Billings,Montana,109059,45.7832856,-108.5006904,4,red
Wauwatosa,Wisconsin,47134,43.0494572,-88.0075875,1,black
Lombard,Illinois,43907,41.8800296,-88.0078435,2,green
New Haven,Connecticut,130660,41.308274,-72.9278835,3,green
York,Pennsylvania,43935,39.9625984,-76.727745,4,yellow
Knoxville,Tennessee,183270,35.9606384,-83.9207392,1,red
Elyria,Ohio,53956,41.3683798,-82.1076486,2,black
Barnstable Town,Massachusetts,44641,41.7003208,-70.3002024,3,green
Murray,Utah,48612,40.6668916,-111.8879909,4,yellow
Alameda,California,76419,37.7652065,-122.2416355,1,red
Manteca,California,71948,37.7974273,-121.2160526,2,black
Maplewood,Minnesota,39765,44.9530215,-92.9952153,3,green
Medford,Oregon,77677,42.3265152,-122.8755949,4,yellow
Murfreesboro,Tennessee,117044,35.8456213,-86.39027,1,red
Yuba City,California,65416,39.1404477,-121.6169108,2,black
Shelton,Connecticut,40999,41.3164856,-73.0931641,3,green
Cedar Falls,Iowa,40566,42.5348993,-92.4453161,4,green
Germantown,Tennessee,39375,35.0867577,-89.8100858,1,yellow
Scranton,Pennsylvania,75806,41.408969,-75.6624122,2,red
Auburn,Alabama,58582,32.6098566,-85.4807825,3,black
Manassas,Virginia,41705,38.7509488,-77.4752667,4,green
Vacaville,California,94275,38.3565773,-121.9877444,1,yellow
Santa Monica,California,92472,34.0194543,-118.4911912,2,red
Suffolk,Virginia,85728,36.7282054,-76.5835621,3,black
Rochester Hills,Michigan,72952,42.6583661,-83.1499322,4,green
La Quinta,California,39331,33.6633573,-116.3100095,1,yellow
Charleston,West Virginia,50821,38.3498195,-81.6326234,2,red
Delano,California,52403,35.7688425,-119.2470536,3,black
St. Cloud,Florida,40918,28.2489016,-81.2811801,4,green
Charleston,South Carolina,127999,32.7764749,-79.9310512,1,green
Kannapolis,North Carolina,44359,35.4873613,-80.6217341,2,yellow
Corona,California,159503,33.8752935,-117.5664384,3,red
Rocklin,California,59738,38.7907339,-121.2357828,4,black
Lee's Summit,Missouri,93184,38.9108408,-94.3821724,1,green
Palm Coast,Florida,78740,29.5844524,-81.2078699,2,yellow
Sandy,Utah,90231,40.5649781,-111.8389726,3,red
Bentonville,Arkansas,40167,36.3728538,-94.2088172,4,black
Santa Clarita,California,179590,34.3916641,-118.542586,1,green
Altamonte Springs,Florida,42150,28.6611089,-81.3656242,2,yellow
New Braunfels,Texas,63279,29.7030024,-98.1244531,3,red
Memphis,Tennessee,653450,35.1495343,-90.0489801,4,black
Irving,Texas,228653,32.8140177,-96.9488945,1,green
Alexandria,Virginia,148892,38.8048355,-77.0469214,2,green
Hesperia,California,92147,34.4263886,-117.3008784,3,yellow
Holyoke,Massachusetts,40249,42.2042586,-72.6162009,4,red
Dunwoody,Georgia,47591,33.9462125,-84.3346473,1,black
Skokie,Illinois,65176,42.0324025,-87.7416246,2,green
Kearny,New Jersey,41664,40.7684342,-74.1454214,3,yellow
Bethlehem,Pennsylvania,75018,40.6259316,-75.3704579,4,red
St. Joseph,Missouri,77147,39.7674578,-94.846681,1,black
Redondo Beach,California,67815,33.8491816,-118.3884078,2,green
Houston,Texas,2195914,29.7604267,-95.3698028,3,yellow
Temecula,California,106780,33.4936391,-117.1483648,4,red
Ann Arbor,Michigan,117025,42.2808256,-83.7430378,1,black
Beaumont,Texas,117796,30.080174,-94.1265562,2,green
East Lansing,Michigan,48554,42.7369792,-84.4838654,3,green
Santee,California,56105,32.8383828,-116.9739167,4,yellow
Tamarac,Florida,63155,26.2128609,-80.2497707,1,red
Bellevue,Nebraska,53663,41.1543623,-95.9145568,2,black
Pembroke Pines,Florida,162329,26.007765,-80.2962555,3,green
Springdale,Arkansas,75229,36.1867442,-94.1288141,4,yellow
Oxnard,California,203007,34.1975048,-119.1770516,1,red
Odessa,Texas,110720,31.8456816,-102.3676431,2,black
Stillwater,Oklahoma,47186,36.1156071,-97.0583681,3,green
Brockton,Massachusetts,94089,42.0834335,-71.0183787,4,yellow
Bayonne,New Jersey,65028,40.6687141,-74.1143091,1,red
Paramount,California,54980,33.8894598,-118.1597911,2,black
Moline,Illinois,43116,41.5067003,-90.5151342,3,green
Meridian,Mississippi,40921,32.3643098,-88.703656,4,green
Cleveland,Tennessee,42774,35.1595182,-84.8766115,1,yellow
Jersey City,New Jersey,257342,40.7281575,-74.0776417,2,red
St. Paul,Minnesota,294873,44.9537029,-93.0899578,3,black
Deltona,Florida,86290,28.9005446,-81.2636738,4,green
